,Article Title,Publication Year,Abstract,Author Keywords,resource_data
360,Study and design of the decision-making system of autonomous soccer robot,2008,,,第4页.xls
361,TIMELY: Providing In-Time and Intelligent Support for Cardiovascular Rehabilitation with 'Patients and Practitioners in the Loop' Interaction,2023,"eHealth has the potential to enhance patient engagement and communication between patients and healthcare providers during Cardiovascular Rehabilitation (CR) programs. Using technological tools such as smartphone apps, physical activity trackers and medical-grade devices like heart rate and ECG monitors has been demonstrated to be effective in improving adherence and exercise capacity and in some cases achieving outcomes that are equivalent to or better than those of center-based CR programs. Multidisciplinary teams can provide patients with the support they need to make healthy lifestyle changes and address behavioral and risk factors that may contribute to cardiovascular issues. By implementing healthy behaviors, patients can also reduce the risk of future cardiovascular events and improve overall mortality rates. To further support CR efforts, we propose an conversational agent that utilizes user context and AI-based cardiovascular disease risk prediction, grounded in behavioral intervention theories, in order to collaborate with AI and monitoring technology to optimize outcomes for better CR.",,第4页.xls
362,A framework for a Web-based supervisory control of mobile robots,2001,"Depicts the architecture of a framework for an assistance and service system used to control a team of mobile robots. The system aims at giving to a disabled person the ability to describe missions that the robots will have to execute in the flat. The framework includes an intuitive human-machine interface which uses a WWW navigator. This interface separates the user interface that allows the description and the launching of the missions and the administrator interface that is charged with the setup and the tests in the environment where the system will be installed. The mobile robots are endowed with the capacities needed by the collision avoidance behaviours but their low computational level does not allow them to embed all the behaviours requested by the missions they have to perform. Part of these behaviours stands on a workstation on which runs a multi-agent system. The decentralised architecture is based on a multiserver structure connected to the network and communicating by means of HTTP requests allowing a full access to and from the Internet. Nevertheless, the robots are not able to execute autonomously all kinds of missions and, therefore, the disabled person will be necessarily involved in the system.",,第4页.xls
363,Modelling Automated Planning Problems for Teams of Mobile Manipulators in a Generic Industrial Scenario,2022,"Flexible control strategies are required in industrial scenarios to coordinate the actions of mobile manipulators (e.g., robots and humans). Temporal planning approaches can be used as such control strategies because they can generate those actions for the agents that must be executed to reach the goals, from any given state of the world. To deploy such approaches, planning models must be formulated. Although available in the literature, these models are not generic enough such that they can be easily transferred to new use cases. In this work, a generic industrial scenario is derived from real scenarios. For this scenario, a generic planning problem is developed. To demonstrate their generality, the two constructs are configured for a new scenario, where custom grippers are assembled. Lastly, a validation methodology is developed for the generic planning problem. The results show that the generic industrial scenario and the generic planning problem can be easily instantiated for new use cases, without any new modelling. Further, the proposed validation methodology guarantees that these planning problems are complete enough to be used in industrial use cases. The generic scenario, the planning problems, and the validation methodology are proposed as standards for use when deploying temporal planning in industrial scenarios with mobile manipulators.",,第4页.xls
364,Strategic and Adaptive Behaviours in Trust Systems,2021,,,第4页.xls
365,Lessons Learned and Future Directions of MetaTutor: Leveraging Multichannel Data to Scaffold Self-Regulated Learning With an Intelligent Tutoring System.,2022,"Self-regulated learning (SRL) is critical for learning across tasks, domains, and contexts. Despite its importance, research shows that not all learners are equally skilled at accurately and dynamically monitoring and regulating their self-regulatory processes. Therefore, learning technologies, such as intelligent tutoring systems (ITSs), have been designed to measure and foster SRL. This paper presents an overview of over 10 years of research on SRL with MetaTutor, a hypermedia-based ITS designed to scaffold college students' SRL while they learn about the human circulatory system. MetaTutor's architecture and instructional features are designed based on models of SRL, empirical evidence on human and computerized tutoring principles of multimedia learning, Artificial Intelligence (AI) in educational systems for metacognition and SRL, and research on SRL from our team and that of other researchers. We present MetaTutor followed by a synthesis of key research findings on the effectiveness of various versions of the system (e.g., adaptive scaffolding vs. no scaffolding of self-regulatory behavior) on learning outcomes. First, we focus on findings from self-reports, learning outcomes, and multimodal data (e.g., log files, eye tracking, facial expressions of emotion, screen recordings) and their contributions to our understanding of SRL with an ITS. Second, we elaborate on the role of embedded pedagogical agents (PAs) as external regulators designed to scaffold learners' cognitive and metacognitive SRL strategy use. Third, we highlight and elaborate on the contributions of multimodal data in measuring and understanding the role of cognitive, affective, metacognitive, and motivational (CAMM) processes. Additionally, we unpack some of the challenges these data pose for designing real-time instructional interventions that scaffold SRL. Fourth, we present existing theoretical, methodological, and analytical challenges and briefly discuss lessons learned and open challenges.",,第4页.xls
366,A Reinforcement Learning algorithm for neural networks with incremental learning ability,2002,"When neural networks are used for approximating action-values of Reinforcement Learning (RL) agents, the interference caused by incremental learning can be serious. To solve this problems in this paper, a neural network model with incremental learning ability was applied to RL problems. In this model, correctly acquired input-output relations are stored into long-term memory, and the memorized data are effectively recalled in order to suppress the interference. In order to evaluate the incremental learning ability, the proposed model was applied to two problems: Extended Random-Walk Task and Extended Mountain-Car Task. In these tasks, the working space of agents is extended as the teaming proceeds. In the simulations, we certified that the proposed model could acquire proper action-values as compared with the following three approaches to the approximation of action-value functions: tile coding, a conventional neural network model and the previously proposed neural network model.",,第4页.xls
367,Grid-Group Cm-α:: Performance prediction using environmental and cultural factors,2008,"Many environments challenge human capabilities (e.g., situational stress, waiting, fatigue from long duty hours, etc.)(1). The capability to measure and model the individual's human performance is an important first step in determining a person's or group's effectiveness in a particular situation. Human bias toward particular climates, favorite routines, capabilities and limitations strongly influence overall performance. However, the mission team and relationships amongst the team members adds a very import dimension to the performance during operations or simulations using models of humans(2). This paper presents the Grid-Group Cm-alpha method for predicting performance considering both environmental and cultural factors. The prediction method is based on Hooke's law which calculates the mechanical strain on a solid object given the applied physical stresses. Grid-Group Cm-a treats the specific cultural and environmental factors of a mission as applied stress on to the collection of individuals, the solid object. The collection of individuals has a given set of properties based on their culture and physical capacities. The resulting strain is estimated from these parameters and can be used to optimize group selection for mission objectives.",,第4页.xls
368,Searching for Black Holes in Subways,2012,"Current mobile agent algorithms for mapping faults in computer networks assume that the network is static. However, for large classes of highly dynamic networks (e.g., wireless mobile ad hoc networks, sensor networks, vehicular networks), the topology changes as a function of time. These networks, called delay-tolerant, challenged, opportunistic, etc., have never been investigated with regard to locating faults. We consider a subclass of these networks modeled on an urban subway system. We examine the problem of creating a map of such a subway. More precisely, we study the problem of a team of asynchronous computational entities (the mapping agents) determining the location of black holes in a highly dynamic graph, whose edges are defined by the asynchronous movements of mobile entities (the subway carriers). We determine necessary conditions for the problem to be solvable. We then present and analyze a solution protocol; we show that our algorithm solves the fault mapping problem in subway networks with the minimum number of agents possible, k = gamma + 1, where gamma is the number of carrier stops at black holes. The number of carrier moves between stations required by the algorithm in the worst case is O(k center dot n(C)(2) center dot l(R) + n(C) center dot l(R)(2)), where nC is the number of subway trains, and l(R) is the length of the subway route with the most stops. We establish lower bounds showing that this bound is tight. Thus, our protocol is both agent-optimal and move-optimal.",,第4页.xls
369,Distributed Cooperative Search with Collision Avoidance for a Team of Unmanned Aerial Vehicles Using Gradient Optimization,2017,"This paper addresses the cooperative search problem for a team of unmanned aerial vehicles (UAVs) with limited field-of-view (FOV) and available overload constraints. First, the models of environment, UAV, image sensor, and communication are established. Second, a modified distributed information fusion strategy based on the Bayesian rule is proposed, which can make all the individual probability maps converge to the same one and reflect the true existence or nonexistence of targets within each cell. Third, a distributed gradient-based optimization method for path planning involved in the cooperative search is proposed and the available overload constraint of the UAV can be taken into account. Fourth, the aforementioned distributed gradient-based optimization method is improved by involving collision avoidance, establishing reasonable safety distance constraints, and using the Lagrange multiplier. Finally, the correctness and effectiveness of the proposed method are validated and demonstrated via simulations. (C) 2016 American Society of Civil Engineers.",,第4页.xls
370,Trajectory Generation for Multiagent Point-To-Point Transitions via Distributed Model Predictive Control,2019,"This letter introduces a novel algorithm for multiagent offline trajectory generation based on distributed model predictive control. Central to the algorithm's scalability and success is the development of an on-demand collision avoidance strategy. By predicting future states and sharing this information with their neighbors, the agents are able to detect and avoid collisions while moving toward their goals. The proposed algorithm can be implemented in a distributed fashion and reduces the computation time by more than 85% compared to previous optimization approaches based on sequential convex programming, while only having a small impact on the optimality of the plans. The approach was validated both through extensive simulations and experimentally with teams of up to 25 quadrotors flying in confined indoor spaces.",,第4页.xls
371,Modelling Effective Product Development Systems as Network-of-Networks,2014,"Whilst Product Development is the basis of engineering, increasingly complex products have a tendency to also increase the complexity of the Product Development process, and in many cases the process is not truly understood. There are many tools that have been developed for managing complexity, but few that are specific to Product Development and fewer still that provide pragmatic analyzes that can be used by decision-makers. This paper develops a methodology to apply a Network-of-Networks approach to data collected from a Product Development organization and provides an accompanying pragmatic analytical framework that can be used by decision-makers on all levels. It then uses an Agent-Based modelling approach to represent the knowledge diffusion within Product Development. This allows a microscopic analysis to complement the macroscopic analysis of the Network-of-Networks approach. This will allow an organization to analyze its current practices on both macro and micro scales, model dynamic changes to the structure of the organization and understand its internal dynamics, with respect to development teams and the design process. This will illuminate the complex system dynamics in Product Development that would otherwise be viewed of as unexpected consequences to a system intervention. This understanding will give greater ability to make suitable, risk-mitigating decisions.",,第4页.xls
372,Building Coalitions of Competitors in the Negotiation of Multiparty e-Contracts through Consultations,2015,"This paper argues that software agents may build two kinds of coalitions in e-negotiation processes. The first is the typical one in which the parties define roles, rights, guarantees before the negotiation starts. They act as a team. Either the whole coalition succeeds in the negotiation or fails. In the second one, addressed by this paper, the coalition members are competitors. They collaborate exchanging information before the negotiation trying to align their strategies to some degree. Such collaboration only occurs because there is some particularity (e.g., nearness) that can optimise their business processes if most of the coalition members succeed in the negotiation. They aim at maximising their chances of success in the negotiation, but act solo. It is important to note that the main challenge in this scenario lays on the fact that the coalition members are not bind to the coalition. They may act within the negotiation differently from what they had agreed previously. This gives rise to the concept of fairness, which is discussed in this paper. The paper also argues that the materialisation of coalitions within a negotiation protocol fits better in a multiparty negotiation protocol. Thus, it extends the SPICA Negotiation Protocol with the so-called consultations. The paper presents a study case that shows that consultations can be benefic to the suppliers, the industry and the consumers.",,第4页.xls
373,Autonomous communication using Aide de Camp,1993,"The principal aim of the Aide de Camp project is to address the problems encountered as a result of recent technological advances in computer communication capabilities. In particular the project seeks to reduce the amount of information overload to which network users are subject and to focus attention on communications which are relevant to a specific user. This has been achieved by the development of software modules known as Aides de Camp which can be tailored to the needs and interests of individual users. In particular the owner of an Aide de Camp is provided with a means for defining tasks which are then performed in an autonomous manner. These tasks are couched in terms of a high level rule based language, also developed by the project team, called TSL (Task Scripting Language). Tasks in TSL are compiled to become autonomous agents which are activated by an Aide de Camp. The significant advantage is that time consuming administrative tasks can be performed without the need for further intervention from the owner. The Aide de Camp system also has mail filtering capabilities built into it to address information overload. Further it is intended to provide the system with calendaring and diary management facilities.",,第4页.xls
374,A Bayesian-Based Approach to Human Operator Intent Recognition in Remote Mobile Robot Navigation,2021,"This paper addresses the problem of human operator intent recognition during teleoperated robot navigation. In this context, recognition of the operator's intended navigational goal, could enable an artificial intelligence (AI) agent to assist the operator in an advanced human-robot interaction framework. We propose a Bayesian Operator Intent Recognition (BOIR) probabilistic method that utilizes: (i) an observation model that fuses information as a weighting combination of multiple observation sources providing geometric information; (ii) a transition model that indicates the evolution of the state; and (iii) an action model, the Active Intent Recognition Model (AIRM), that enables the operator to communicate their explicit intent asynchronously. The proposed method is evaluated in an experiment where operators controlling a remote mobile robot are tasked with navigation and exploration under various scenarios with different map and obstacle layouts. Results demonstrate that BOIR outperforms two related methods from literature in terms of accuracy and uncertainty of the intent recognition.",,第4页.xls
375,Challenge Problems in Developing a Neuro-Symbolic OODA Loop,2023,"In this paper, we analyze the role of Neuro-Symbolic (NS) methods within the standard Observe, Orient, Decide and Act (OODA) framework and discuss their associated opportunities and challenges. To ground the discussion, we consider the OODA loop applied to a wildland firefighting use case where mixed teams of autonomous agents and humans need to collaboratively work to contain and ultimately extinguish large-scale fires. NS methods are appealing as they enable the integration of symbolic knowledge coming, for example, from time-tested firefighting tactics and procedures encoded in training manuals. However, there are key challenges in capturing and integrating such information within NS pipelines, especially in a way that is scalable with respect to the number of procedures, dynamics of the environment, and regulations. The integration of such symbolic priors within a NS OODA loop will enable autonomous systems to generate highly expressive yet compressed representations (or abstractions) of the environment and other agents' state, actions, and intent. However, NS integration brings new challenges, such as, designing abstractions that are composable and transferable across complex tasks, deciding how to ground symbols to sensory data, and verifying their validity to ensure they lead to safe decisions. Symbolic abstractions also need to deal with the fact that sensory data is uncertain-like the behavior of the fire front (boundary, rate of spread, etc.). Furthermore, prior knowledge may be incomplete and inconsistent leading to representations that need to be capable of explicitly modelling and managing ambiguity. Addressing such challenge problems will not only advance the state-of-the-art in NS AI, but also concretely demonstrate the benefits of such methods within the autonomy domain.",,第4页.xls
376,The Use of Chatbots in Digital Business Transformation: A Systematic Literature Review,2021,"The research on chatbots has gained momentum over the past few years. Academics and practitioners investigate how these tools for communication with customers or internal team can be improved in terms of their performance, acceptance, and deployment. Although there is a plethora of recent studies available, not all of them deal with the digital business transformation implications of chatbots. The main aim of the research presented in this paper was to conduct a systematic literature review of high-quality journal research papers in order to summarise the current state of research on chatbots, identify their role in digital business transformation and suggest the areas warranting further attention. 74 papers were included in the research. Topical (focus and applications), methodological (methods used, sample size, sample type, and countries studied) and bibliometric (publication outlet, citations, and Altmetric Attention Score) aspects are evaluated and described. Scholars and practitioners can use the results to identify topics, areas, and applications that are intensely discussed in the literature and require further attention, select a methodology for their research that is well established in the field or is emerging, identify the most influential publications not to be missed in their research or identify publication outlets for publishing their research on chatbots.",,第4页.xls
377,Nonlinear Control and Synchronization with Time Delays of Multiagent Robotic Systems,2011,"We investigate the cooperative control and global asymptotic synchronization Lagrangian system groups, such as industrial robots. The proposed control approach works to accomplish multirobot systems synchronization under an undirected connected communication topology. The control strategy is to synchronize each robot in position and velocity to others robots in the network with respect to the common desired trajectory. The cooperative robot network only requires local neighbor-to-neighbor information exchange between manipulators and does not assume the existence of an explicit leader in the team. It is assumed that network robots have the same number of joints and equivalent joint work spaces. A combination of the lyapunov-based technique and the cross-coupling method has been used to establish the multirobot system asymptotic stability. The developed control combines trajectory tracking and coordination algorithms. To address the time-delay problem in the cooperative network communication, the suggested synchronization control law is shown to synchronize multiple robots as well as to track given trajectory, taking into account the presence of the time delay. To this end, Krasovskii functional method has been used to deal with the delay-dependent stability problem.",,第4页.xls
378,Interoperability of cross-organizational workflows based on process-view for collaborative product development,2008,"Collaborative product development (CPD) has been widely accepted as an advanced collaboration paradigm that combines geographically distributed product development teams to develop product collaboratively and efficiently. Interoperability of cross-organizational workflows is important for CPD to facilitate the successful execution of the whole product development process across enterprises boundaries. This article, describes a timed colored petri net (TCPN) and process-view combined approach to construct cross-organizational workflows, and a three models framework of 'TCPN workflow models - Process- view workflow models - Integrated process-view workflow model' is proposed to realize the interoperability of cross-organizational workflows for CPD. A multi-agent system PVMAS provides a mediated architecture for distributed workflow management systems interoperability among cooperative enterprises. Under this architecture, a service discovery algorithm is provided for discovering the most suitable services enterprises need, a TCPN algebra model and a character string mapping algorithm are proposed to automate the mapping from a TCPN workflow model to a process-view workflow model, and the synchronization points are designated in the integrated process-view workflow model to coordinate the execution of cross-organizational workflow instances. Finally, a case study of the collaborative development of a motorcycle is presented to verify the validity of our approach for cross-organizational workflows interoperability in CPD.",,第4页.xls
379,Repairing faulty nodes and locating a dynamically spawned black hole search using tokens,2018,"In a distributed cloud, it is crucial to detect and eliminate faulty network entities in order to protect network assets and mitigate the risks associated with constantly arising attacks. Much research has been conducted on locating a single static black hole, which is defined as a network site whose existence is known a priori and that disposes of any incoming data without leaving any trace of this occurrence. In this paper, we introduce a specific attack model that involves multiple faulty nodes that can be repaired by mobile software agents, as well as what we call a gray virus that can infect a previously repaired faulty node and turn it into a black hole. The Faulty Node Repair and Dynamically Spawned Black Hole Search (FNR-DSBHS) problem that proceeds from this model is much more complex and realistic than the traditional Black Hole Search problem. We first explain why existing algorithms addressing the latter do not work under this new attack model. We then distinguish between a one-stop gray virus that, after infecting a faulty node that has been repaired, can no longer travel to other nodes; and a multi-stop gray virus. We observe that, in an asynchronous network, a solution to the FNR-DSBHS problem is possible only when dealing with a single one-stop gray virus. In that specific context, we present a solution for an asynchronous ring network using a token model, that is, a ring in which a constant number of tokens is the only means of communication between the team of agents. We claim that, in such a ring, b + 9 agents can repair all faulty nodes as well as locate the black hole that is infected by this single one-stop gray virus. We prove the correctness of the proposed solution and analyze its complexity in terms of number of mobile agents used and total number of moves performed by these agents. We show that in the worst case, within O(kn2) moves, b + 9 agents suffice to repair b faulty nodes and report the location of the black hole that is infected, at any arbitrary point in time, by the one-stop gray virus.",,第4页.xls
380,Lipoprotein particle size effects of colesevelam HCI in combination with ezetimibe and simvastatin,2006,,,第4页.xls
381,Net-Centric Information and Knowledge Management and Dissemination for Data-to-Decision C2 Applications using Intelligent Agents and Service-Oriented Architectures,2011,"The Tactical Information Technologies for Assured Network Operations (TITAN) Program aims to achieve net-centric information and knowledge management and dissemination integrated with data-to-decision C2 Applications. TITAN is a multi-year effort to develop, demonstrate and mature information and knowledge (I&K) management and dissemination (M&D) services spanning multiple echelons and provide support to the network-centric operations process with collaborative military planning and execution monitoring. TITAN integrates heterogeneous, open-source intelligent agents and web services with network-centric communications infrastructures. These agents and services are designed to support users executing the Operations Process for command and control across command echelons from units on the upper tactical internet at brigade and above to units on the lower tactical internet at battalion and below. The result is an adaptive system for collaborative battle command planning, execution and monitoring.In delivering TITAN, the team had to engineer novel solutions to several current research problems. These technical contributions include the development of a Battle Command-Warfighter (BCW) interface that integrates planning with situation awareness; definition of interoperability schemas for C2 information sources and services; management of distributed provenance; implementation of a network-centric message bus for communications across different network echelons and radios; and the development of agents and services to support Mission Command planning processes and numerous Data-to-Decision (D2D) threads in a comprehensive manner to execute TRADOC's Multi-Level Scenario. The integrated TITAN system has been demonstrated in numerous settings and was featured at the Ft. Dix C4ISR On the Move experiment in summer 2011.",,第4页.xls
382,Sol: An Agent-Based Framework for Cyber Situation Awareness,2012,"In this article, we describe how we augment human perception and cognition through Sol, an agent-based framework for distributed sensemaking. We describe how ourvisualization approach, based on IHMCs OZ flight display, has been leveraged and extended in our development of theFlow Capacitor, an analyst display for maintaining cyber situation awareness, and in theParallel Coordinates 3D Observatory(PC3O or Observatory), a generalization of the Flow Capacitor that provides capabilities for developing and exploring lines of inquiry. We then introduce the primary implementation frameworks that provide the core capabilities of Sol: theLuna Software Agent Framework, theVIA Cross-Layer Communications Substrate, and theKAoS Policy Services Framework. We show how policy-governed agents can perform much of the tedious high-tempo tasks of analysts and facilitate collaboration. Much of the power of Sol lies in the concept ofcoactive emergence, whereby a comprehension of complex situations is achieved through the collaboration of analysts and agents working together in tandem. Not only can the approach embodied in Sol lead to a qualitative improvement in cyber situation awareness, but its approach is equally relevant to applications of distributed sensemaking for other kinds of complex high-tempo tasks.",,第4页.xls
383,"Artificial Intelligence in Medicine. 8th Conference on Artificial Intelligence in Medicine in Europe, AIME 2001. Proceedings (Lecture Notes in Artificial Intelligence Vol.2101)",2001,The following topics are dealt with: mediated agent interaction; articulation and localization; prototype selection and feature subset selection; detection of infectious outbreaks in hospitals; mining data from a knowledge management perspective; discovering associations in clinical data; visualisation of multidimensional data; clustering-based constructive induction; identification of difficult small classes by balancing class distribution; credal classification for dementia screening; evaluation of prognostic factors and prediction of chronic wound healing rate; reliable diagnoses with machine learning; classification-tree hybrid method for studying prognostic models; machine learning for analysis of a patient database; coronary heart disease patient models based on inductive machine learning; prediction of protein secondary structures; insulin therapy support in diabetic patients; diagnosing patient state in intensive care patients; user interface for executing Asbru plans; improving HISYS1 with a DSS; diagnosis of iron-deficiency anaemia with support vector machine; visual tool for user-friendly artificial neural net-based DSS; modelling ventricular repolarisation time series by multilayer perceptrons; construction of texture features for Hashimoto's lymphocytis thyroiditis recognition; dynamic adaptation of cooperative agents for MRI brain-scan segmentation; knowledge representation of cortex anatomy using Web technologies; threshold circuits for computer-assisted X-ray diagnosis; management of hospital teams for organ transplants using multi-agent systems; supporting communication in health care organizations; time resourcing in academic medical environments; conceptual framework to model diseases; modelling of radiological examinations; multi-agent system for organ transplant coordination; knowledge and data management for EMG studies; eligibility screening system to improve accrual on to breast cancer clinical trials; using critiquing for improving medical protocols; impact of clinical practice guidelines on stroke outcomes; evaluating complex DSSs; probabilistic networks; and a case-based antibiotics therapy adviser.,,第4页.xls
384,A multi-agent framework for cloud-based management of collaborative robots,2018,"This article presents a cloud-based multi-agent architecture for the intelligent management of aerial robots in a disaster response situation. In a disaster scenario, a team of highly maneuverable quadcopters is deployed to carry out surveillance and decision support in disaster-affected areas. In Pakistan, such events usually result from sudden unpredictable calamities such as earthquakes. The aim of this work is to develop a robust mechanism to autonomously manage and react to sensory inputs received in soft real time from an unstructured environment. The immediate goal is to locate the maximum number of trapped, injured people within a large area, and help first responders plan rescue activities accordingly. To evaluate the proposed framework, a number of simulations are carried out using GAMA platform to emulate a disaster environment. Subsequently, algorithms are developed to survey an affected geographical area through the use of small flight drones. The key challenges in this work are related to the combination of the domains of multi-agent technology, robotics, and cloud computing for effectively bridging the cyber world with the physical world. Therefore, the proposed work demonstrates the effective use of a limited number of drones to capture inputs from a disaster situation in the physical world, and such inputs are used for timely planning of rescue efforts. The results of fixed resource assignment are compared with the proposed reactive assignment strategy, and it clearly shows a significant improvement in terms of resource usage compared to traditional approach.",,第4页.xls
385,Effect of pre-loading oral glucosamine HCI/chondroitin sulfate/manganese ascorbate combination on experimental arthritis in rats,2001,"The therapeutic effect of a nutritional supplement consisting of a combination of glucosamine hydrochloride (FCHG49), purified sodium chondroitin sulfate (TRH122), and manganese ascorbate (GCM)(3) was investigated in the rat model of collagen-induced autoimmune arthritis (CIA). The GCM compound was mixed with a palatable nutritional paste (Nutri-cal(R) [NC]). Oral administration of the NC/GCM compound was initiated in 26 rats 10 days before immunization and continued until the day of sacrifice. One group of 12 control rats was given no oral agents; a second group of 12 control rats received NC only. Evaluations included arthritis index (AI) scoring by three independent evaluators, histologic index (Hr) scoring of lesions, T-cell proliferation, and serological studies for antibody classes and sub-classes, Both the Al and HI criteria showed a statistically significant reduction in the prevalence of CIA in rats pretreated with the NC/GCM (54%) compared to the combined control groups (96%, chi (2) analysis P = 0.001), Rats fed the NC/GCM also exhibited a significant decrease in the severity of autoimmune arthritis in both the Al and HI compared to control Group 2 (immunized-NC) (chi (2) analysis P < 0.05), Histological studies verified the decreased incidence of arthritis in the NC/GCM group compared to control Group 2.GCM treatment failed to alter T-cell proliferation and antibody production to bovine type-if collagen, indicating that its effects are not due to alteration of the antigen-specific immune response.",,第4页.xls
386,Exploring Methods to Promote Interoperability in Adaptive Instructional Systems,2019,"This paper explores design principles and methods to promote interoperability and reuse in a class of instructional technologies called adaptive instructional systems (AISs) which include intelligent tutoring systems (ITSs), intelligent mentors or recommender systems, and intelligent instructional media. AISs are artificially-intelligent, computer-based systems that guide learning experiences by tailoring instruction and recommendations based on the goals, needs, and preferences of each individual learner or team in the context of domain learning objectives. IEEE is exploring standards and best practices for AIS modeling, interoperability, and evaluation under its Project 2247 and affiliated working group. This paper was composed to document recommendations related to interoperability standards for AISs. The after school market for AISs is large and on the rise in China, the US, and in Europe. The desired level of interoperability for AISs is at the lowest possible level to allow component reuse without impinging upon the intellectual property of the vendor.",,第4页.xls
387,Distributed inference-based multi-robot exploration,2018,This work proposes a technique for distributed multi-robot exploration that leverages novel methods of map inference. The inference technique uses observed map structure to infer unobserved map features. The team then coordinates to explore both the inferred and observed portions of the map. Individual robots select exploration poses by accounting for expected information gain and travel costs. Disputes are settled using local auctions of expected travel costs. The benefits of inference-informed exploration are demonstrated in both simulated explorations and hardware trials. The proposed technique is compared against frontier and information-based exploration approaches with varying numbers of agents and communication strengths. Map inference is evaluated using publicly available sensor datasets. The proposed inference technique improves the correctly estimated subset of the environment by an average of 34.47% (maximum 108.28%) with a mean accuracy of 95.1%. This leads to a 13.15% reduction in the cumulative exploration path length in the trials conducted.,,第4页.xls
388,Distributed creation of Machine learning agents for Blockchain analysis [arXiv],2019,"Creating efficient deep neural networks involves repetitive manual optimization of the topology and the hyperparameters. This human intervention significantly inhibits the process. Recent publications propose various Neural Architecture Search (NAS) algorithms that automate this work. We have applied a customized NAS algorithm with network morphism and Bayesian optimization to the problem of cryptocurrency predictions, where it achieved results on par with our best manually designed models. This is consistent with the findings of other teams, while several known experiments suggest that given enough computing power, NAS algorithms can surpass state-of-the-art neural network models designed by humans. In this paper, we propose a blockchain network protocol that incentivises independent computing nodes to run NAS algorithms and compete in finding better neural network models for a particular task. If implemented, such network can be an autonomous and self-improving source of machine learning models, significantly boosting and democratizing the access to AI capabilities for many industries.",,第4页.xls
389,Radical systems thinking and the future role of computational modelling in ergonomics: an exploration of agent-based modelling,2020,"We are teetering on the precipice of the imminent Fourth Industrial Revolution. In this new age, systems are set to become more densely intraconnected and interconnected, and massive sociotechnical systems exhibiting unprecedented levels of complexity will increasingly take hold. At the dawning of this new age, the Ergonomics discipline must reflect on its preparedness for tackling problems in these novel systems. This paper engages in this reflection by putting forth a critical commentary on the implication of these changes on the discipline and discusses the utility of our current methods in this new paradigm. A resulting Radical Systems Thinking in Ergonomics Manifesto is put forward - a set of mandates to guide practitioners and researchers in the development of new methods capable of coping with these imminent challenges. From the manifesto are derived a series of capability requirements for future computational modelling approaches in Ergonomics. Practitioner summary: The goal of this paper was to inspire the Ergonomics community to pursue further applications involving computational modelling approaches such as Agent-Based Modelling. It presents a manifesto for the future of the discipline, and from this the capabilities that future computational modelling approaches need to possess.",,第4页.xls
390,Architecture Transformation: Integrating Smart Systems for Intelligent Agent-Based Service Management in Smart Organizations,2024,"In the pursuit of organizational goals, addressing the fundamental needs of employees, such as ensuring the availability of drinking water, plays a pivotal role in fostering a productive, healthy, and value-aligned work environment. This imperative necessitates the implementation of intelligent service management solutions that are both efficient and intelligent. In this research, we propose a visionary architectural transformation that seamlessly integrates intelligent agent-based smart systems within the domain of Smart Organizations. Our novel architectural approach draws inspiration from Activity Theory, strategically orchestrating interactions between employees, company objectives, and tools. Additionally, we employ a meticulously crafted 4-layer organizational system structure to delineate roles, establish rules, foster communities, and optimize task allocation. This forward- looking architecture is further fortified through the integration of cutting-edge technologies, encompassing the Internet of Things (IoT) with precision dispensing scales for real-time predictive capabilities, human-computer interaction (HCI) mobile applications and web services to enhance user-system engagement, and pervasive artificial intelligence (AI) implementations across every layer of the system. The architectural framework is consolidated within a robust Big Data platform, enabling the collection and comprehensive analysis of data on a grand scale. This multifaceted approach seeks to usher in profound and all-encompassing changes in the management of drinking water supply services, encompassing organizational paradigms, technological advancements, and methodological enhancements to enhance efficiency and effectiveness. The focus of this transformation is primarily directed toward companies involved in supply activities, with particular emphasis on drinking water provisioning. Through the development of predictive system prototypes and meticulous performance analysis, our study conclusively demonstrates that the Smart System-based prediction architecture significantly enhances operational performance and elevates the quality of drinking water supply services.",,第4页.xls
391,An Introduction to Pursuit-evasion Differential Games,2020,"Pursuit and evasion conflicts represent challenging problems with important applications in aerospace and robotics. In pursuit-evasion problems, synthesis of intelligent actions must consider the adversary's potential strategies. Differential game theory provides an adequate framework to analyze possible outcomes of the conflict without assuming particular behaviors by the opponent. This article presents an organized introduction of pursuit-evasion differential games with an overview of recent advances in the area. First, a summary of the seminal work is outlined, highlighting important contributions. Next, more recent results are described by employing a classification based on the number of players: one-pursuer-one-evader, N-pursuers-one-evader, one-pursuer-M-evaders, and N-pursuer-M-evader games. In each scenario, a brief summary of the literature is presented. Finally, two representative pursuit-evasion differential games are studied in detail: the two-cutters and fugitive ship differential game and the active target defense differential game. These problems provide two important applications and, more importantly, they give great insight into the realization of cooperation between friendly agents in order to form a team and defeat the adversary.",,第4页.xls
